state,race_eth,year,demVote,repVote,pop,turnout
Utah,Other,2012,0.339966311518941,0.624527937056791,86085,0.405039099091891
Utah,White,2004,0.247996156153539,0.728905948832801,1368637,0.630590771707166
Utah,White,2012,0.22701286007214,0.745547021591909,1594065,0.576692047574625
Vermont,Black,2004,0.874988432400531,0.103228786071534,1488,0.680251678367743
Vermont,Black,2012,0.960816690073329,0.0147164778370493,3853,0.610159282605449
Vermont,Hispanic,2004,0.6682740749112,0.299754287973468,3356,0.571812651741499
Vermont,Hispanic,2012,0.818628966431689,0.150294622102745,7732,0.52745469686354
Vermont,Other,2004,0.60554143684107,0.332671380028573,8258,0.545473313945113
Vermont,Other,2012,0.750760972768539,0.217570562673915,11336,0.443516731829186
Vermont,White,2004,0.58769086173887,0.390331887752873,442569,0.68887170905167
Vermont,White,2012,0.659642653928064,0.316004612966274,471861,0.609995466877061
Virginia,Black,2004,0.88744839265039,0.103325461381028,937411,0.594029521706191
Virginia,Black,2012,0.962402042017343,0.0274442581709062,1133338,0.693577127266938
Virginia,Hispanic,2004,0.566206585795104,0.424433377840925,129083,0.509626541557066
Virginia,Hispanic,2012,0.698642134552951,0.280737860634199,271115,0.575869876892902
Virginia,Other,2004,0.494857370255618,0.493946185441128,220248,0.510829375090108
Virginia,Other,2012,0.635465884479978,0.343234131452711,352447,0.596678919839943
Virginia,White,2004,0.352238844648781,0.639782595592026,3782726,0.651176934393216
Virginia,White,2012,0.359955744541506,0.623587254060643,4125895,0.65488991617776
Washington,Black,2004,0.881211287872281,0.102251630367793,116808,0.636042315147051
Washington,Black,2012,0.950006955789753,0.0291109410621956,165955,0.626676386619421
Washington,Hispanic,2004,0.615021519293723,0.363799316503609,206537,0.492221340443979
Washington,Hispanic,2012,0.698632185370284,0.262245644165652,298620,0.504438862606288
Washington,Other,2004,0.554259707274666,0.414115278711475,359552,0.505101773134714
Washington,Other,2012,0.621624671338475,0.338208622731878,516584,0.52690678741106
Washington,White,2004,0.511770496015354,0.473257199021486,3566055,0.702217407602172
Washington,White,2012,0.52771528686398,0.441398882297191,3898826,0.671774213708573
West Virginia,Black,2004,0.879269855215823,0.113022832838473,40784,0.56296541779608
West Virginia,Black,2012,0.920621867218414,0.0629240034838547,46729,0.519048734862709
West Virginia,Hispanic,2004,0.550529646353074,0.441395096191272,6112,0.48013153755437
West Virginia,Hispanic,2012,0.579149548669059,0.39323402013473,12925,0.373550257470551
West Virginia,Other,2004,0.460541309301218,0.529322101342069,17891,0.437943440914427
West Virginia,Other,2012,0.568566914430207,0.400418022930963,26734,0.382984275470516
West Virginia,White,2004,0.416985329820671,0.575692275736104,1317394,0.548171016783639
West Virginia,White,2012,0.327627792417794,0.648122711971016,1372519,0.461048286765762
Wisconsin,Black,2004,0.907362655325695,0.0815895595321229,181900,0.709931775723371
Wisconsin,Black,2012,0.962691795334732,0.0287448992707417,235988,0.721180037638267
Wisconsin,Hispanic,2004,0.622477555592349,0.365564491665683,89555,0.597464594800311
Wisconsin,Hispanic,2012,0.69354066642298,0.290602986607606,134658,0.540201555787586
Wisconsin,Other,2004,0.622732640942946,0.362456619173559,97274,0.6200698185929
Wisconsin,Other,2012,0.651465353331532,0.329415814077649,138332,0.601442224367334
Wisconsin,White,2004,0.472563647760712,0.517842048190058,3565409,0.772435307324642
Wisconsin,White,2012,0.493196307397025,0.493938038620455,3762806,0.728792022894933
Wyoming,Black,2004,0.836061655217479,0.141538441214899,2246,0.595977642005925
Wyoming,Black,2012,0.814733160189869,0.157209915113438,3305,0.519531350677912
Wyoming,Hispanic,2004,0.463891158410362,0.506324323920011,17548,0.487786526165939
Wyoming,Hispanic,2012,0.471416353995785,0.48692144781897,31171,0.444273653273494
Wyoming,Other,2004,0.322016648766956,0.627230398394544,12584,0.474996248134767
Wyoming,Other,2012,0.383632364815726,0.574623746619371,16872,0.440505715654588
Wyoming,White,2004,0.280204952402806,0.700306340916716,336293,0.676649242312043
Wyoming,White,2012,0.25880999320408,0.706343045666016,379538,0.595627532947107
