state,race_eth,year,demVote,repVote,pop,turnout
Oklahoma,Black,2012,0.895778367573413,0.100883562876015,193125,0.551367020741588
Oklahoma,Hispanic,2004,0.438423630754469,0.556094229699828,80196,0.423317894747884
Oklahoma,Hispanic,2012,0.50985523327444,0.483687491636884,123718,0.334095983868014
Oklahoma,Other,2004,0.346424179270123,0.648145658561932,302161,0.447665592252615
Oklahoma,Other,2012,0.481082035832747,0.511978591342222,374413,0.378846969289532
Oklahoma,White,2004,0.297008298107834,0.697727806621521,1930919,0.619407558471365
Oklahoma,White,2012,0.245447000243226,0.749453462152326,2055057,0.508604056048154
Oregon,Black,2004,0.884794797920796,0.100050723121793,36074,0.679134850799487
Oregon,Black,2012,0.944331867163578,0.0298348159202268,46154,0.59728161504778
Oregon,Hispanic,2004,0.612995426897508,0.368321382679931,102916,0.574354108702244
Oregon,Hispanic,2012,0.688937439073601,0.265408328477134,168365,0.486990431145567
Oregon,Other,2004,0.546891162825436,0.426795356715854,136291,0.594490287007407
Oregon,Other,2012,0.613771828161688,0.340218965715669,195583,0.503605725622023
Oregon,White,2004,0.502910261338914,0.483227130657599,2212914,0.755632160611689
Oregon,White,2012,0.523340667312899,0.44148395236975,2428612,0.651077323979257
Pennsylvania,Black,2004,0.883232469222258,0.109647772772722,784598,0.583271886517783
Pennsylvania,Black,2012,0.958392640759186,0.0319274047807468,961788,0.639471708998534
Pennsylvania,Hispanic,2004,0.572493439009923,0.419735261472411,234864,0.481735348659024
Pennsylvania,Hispanic,2012,0.692139785013763,0.288543737841872,408281,0.476043127475398
Pennsylvania,Other,2004,0.533943771039764,0.457881053286565,176201,0.525632455915327
Pennsylvania,Other,2012,0.655633582547034,0.323086342939095,286670,0.440757596363454
Pennsylvania,White,2004,0.473869782368969,0.519715789126269,7708645,0.662398746965119
Pennsylvania,White,2012,0.453012687370861,0.531942234042224,8044963,0.599116793803739
Rhode Island,Black,2004,0.885260433264991,0.0934367165619908,26076,0.509918120411417
Rhode Island,Black,2012,0.967985964388756,0.0180042332674894,30574,0.624657679052149
Rhode Island,Hispanic,2004,0.658537547811779,0.314171853589388,41267,0.404245246753369
Rhode Island,Hispanic,2012,0.782376229134445,0.191204232834382,60047,0.461182173632769
Rhode Island,Other,2004,0.602073888779397,0.354336902331879,23528,0.416442331795529
Rhode Island,Other,2012,0.716209743600485,0.253998504494145,32366,0.40020273516156
Rhode Island,White,2004,0.581602847161708,0.400372084911659,642793,0.618173084080691
Rhode Island,White,2012,0.596023781118426,0.383829141570506,646815,0.597242099531581
South Carolina,Black,2004,0.88549393838025,0.102034466626947,805800,0.50273256878607
South Carolina,Black,2012,0.943163739526102,0.0475254561036587,953297,0.58255975202756
South Carolina,Hispanic,2004,0.480478970218054,0.50654288989604,31330,0.429795138369222
South Carolina,Hispanic,2012,0.597327155373381,0.383168502162143,81876,0.412772148722222
South Carolina,Other,2004,0.441996217206299,0.53973343282362,55583,0.392880955207468
South Carolina,Other,2012,0.52579405841171,0.452289269413605,84692,0.409871449377091
South Carolina,White,2004,0.243655505694759,0.7457858154609,2060812,0.571291856473144
South Carolina,White,2012,0.226608510369523,0.758512801142608,2394140,0.559807100326763
South Dakota,Black,2004,0.854390843418582,0.127784812780164,2810,0.651732289738542
South Dakota,Black,2012,0.908481771513677,0.0753640853279149,5710,0.559094999263704
South Dakota,Hispanic,2004,0.553477254756423,0.424811630028121,5496,0.566670058529186
South Dakota,Hispanic,2012,0.636963554897346,0.333290743424205,11296,0.36835714561823
South Dakota,Other,2004,0.459798575300839,0.505778953716184,16234,0.529094344987278
South Dakota,Other,2012,0.556806451653162,0.412008914243325,56850,0.442995749299642
South Dakota,White,2004,0.379006671450077,0.605003481649088,522448,0.71716208296932
South Dakota,White,2012,0.378732765147415,0.599517193436012,544739,0.608139488376224
Tennessee,Black,2004,0.85264913110352,0.14011049749181,635583,0.560621068172126
Tennessee,Black,2012,0.915669490061308,0.0738638391103661,776865,0.553681586930711
Tennessee,Hispanic,2004,0.470302849104845,0.522270020558453,43354,0.443117598587592
Tennessee,Hispanic,2012,0.524963646079465,0.455882994446448,98411,0.384976103801002
Tennessee,Other,2004,0.396133031537408,0.595179468808834,78664,0.466105351990807
Tennessee,Other,2012,0.520261022543699,0.457681534015214,109357,0.405159308888801
Tennessee,White,2004,0.349911343389019,0.643458139670241,3474611,0.582151829294325
Tennessee,White,2012,0.268866602034633,0.714885645741451,3819470,0.510169019402629
Texas,Black,2004,0.872203344872679,0.120594760912708,1585969,0.548562880330073
Texas,Black,2012,0.929875513656987,0.0601445831255627,2136458,0.551501983057352
Texas,Hispanic,2004,0.493431741369043,0.498415753506236,3378681,0.392349743623664
Texas,Hispanic,2012,0.584165150318166,0.397950356500652,4539748,0.352657899859711
Texas,Other,2004,0.400694191629086,0.59071000777233,498796,0.437461145295046
Texas,Other,2012,0.551861644205943,0.427862119924964,765608,0.42566931650237
Texas,White,2004,0.266632674534356,0.726924267384372,8273743,0.603950688931537
Texas,White,2012,0.224210468866496,0.760529523476561,9105840,0.537514643653908
Utah,Black,2004,0.822757735333619,0.148419864578734,11185,0.515907594139996
Utah,Black,2012,0.787711292541687,0.193896794776923,15405,0.532928232912123
Utah,Hispanic,2004,0.421030527511457,0.541516757647652,93516,0.422667792785241
Utah,Hispanic,2012,0.423987499557775,0.544666222584438,138849,0.421312656745491
Utah,Other,2004,0.29627121385417,0.635941491126557,43085,0.452535911363733
