fips,X,race_eth,edu5,age4,SEX,Freq,sex,state,postal,GESTCEN,census.region,nate.subregion,nate.region
32,335,Other,hs,1,1,6859,Male,Nevada,NV,88,west,interior,west
32,1712,Hispanic,postgrad,2,1,804,Male,Nevada,NV,88,west,interior,west
32,4466,White,hs,1,2,26022,Female,Nevada,NV,88,west,interior,west
32,998,White,somecol,1,1,41714,Male,Nevada,NV,88,west,interior,west
32,1661,Black,postgrad,2,1,682,Male,Nevada,NV,88,west,interior,west
32,4415,Other,hs,1,2,6628,Female,Nevada,NV,88,west,interior,west
32,2528,Hispanic,nohs,3,1,13189,Male,Nevada,NV,88,west,interior,west
32,5180,Hispanic,col,2,2,5176,Female,Nevada,NV,88,west,interior,west
32,4823,Other,postgrad,1,2,904,Female,Nevada,NV,88,west,interior,west
32,896,Hispanic,somecol,1,1,14599,Male,Nevada,NV,88,west,interior,west
32,641,Black,postgrad,1,1,36,Male,Nevada,NV,88,west,interior,west
32,2477,Black,nohs,3,1,3218,Male,Nevada,NV,88,west,interior,west
32,1967,Other,somecol,2,1,12247,Male,Nevada,NV,88,west,interior,west
32,590,White,nohs,1,1,11347,Male,Nevada,NV,88,west,interior,west
32,5231,Other,col,2,2,8382,Female,Nevada,NV,88,west,interior,west
32,2885,Black,somecol,3,1,13430,Male,Nevada,NV,88,west,interior,west
32,6812,Hispanic,postgrad,3,2,1663,Female,Nevada,NV,88,west,interior,west
32,4262,White,col,1,2,15699,Female,Nevada,NV,88,west,interior,west
32,1916,Hispanic,somecol,2,1,16322,Male,Nevada,NV,88,west,interior,west
32,743,Other,postgrad,1,1,789,Male,Nevada,NV,88,west,interior,west
32,1865,Black,somecol,2,1,8917,Male,Nevada,NV,88,west,interior,west
32,692,Hispanic,postgrad,1,1,1145,Male,Nevada,NV,88,west,interior,west
32,2222,White,col,3,1,41449,Male,Nevada,NV,88,west,interior,west
32,7373,Black,hs,4,2,2765,Female,Nevada,NV,88,west,interior,west
32,2018,White,somecol,2,1,54917,Male,Nevada,NV,88,west,interior,west
32,7322,White,col,4,2,12862,Female,Nevada,NV,88,west,interior,west
32,1763,Other,postgrad,2,1,1475,Male,Nevada,NV,88,west,interior,west
32,4517,Black,nohs,1,2,4985,Female,Nevada,NV,88,west,interior,west
32,7067,Other,somecol,3,2,13030,Female,Nevada,NV,88,west,interior,west
32,2375,Other,hs,3,1,7357,Male,Nevada,NV,88,west,interior,west
32,2579,Other,nohs,3,1,3234,Male,Nevada,NV,88,west,interior,west
32,29,Black,col,1,1,1283,Male,Nevada,NV,88,west,interior,west
32,5129,Black,col,2,2,2031,Female,Nevada,NV,88,west,interior,west
32,4874,White,postgrad,1,2,3660,Female,Nevada,NV,88,west,interior,west
32,947,Other,somecol,1,1,9510,Male,Nevada,NV,88,west,interior,west
32,2069,Black,col,3,1,2445,Male,Nevada,NV,88,west,interior,west
32,437,Black,nohs,1,1,6472,Male,Nevada,NV,88,west,interior,west
32,5027,Other,somecol,1,2,10052,Female,Nevada,NV,88,west,interior,west
32,386,White,hs,1,1,33616,Male,Nevada,NV,88,west,interior,west
32,3191,Other,col,4,1,3391,Male,Nevada,NV,88,west,interior,west
32,2426,White,hs,3,1,60451,Male,Nevada,NV,88,west,interior,west
32,2630,White,nohs,3,1,15193,Male,Nevada,NV,88,west,interior,west
32,1049,Black,col,2,1,1994,Male,Nevada,NV,88,west,interior,west
32,3803,Other,postgrad,4,1,2042,Male,Nevada,NV,88,west,interior,west
32,2834,White,postgrad,3,1,21736,Male,Nevada,NV,88,west,interior,west
32,6761,Black,postgrad,3,2,2424,Female,Nevada,NV,88,west,interior,west
32,6965,Black,somecol,3,2,8781,Female,Nevada,NV,88,west,interior,west
32,7934,White,postgrad,4,2,9165,Female,Nevada,NV,88,west,interior,west
32,3038,White,somecol,3,1,86413,Male,Nevada,NV,88,west,interior,west
32,4619,Other,nohs,1,2,1183,Female,Nevada,NV,88,west,interior,west
32,1814,White,postgrad,2,1,11742,Male,Nevada,NV,88,west,interior,west
32,4568,Hispanic,nohs,1,2,12469,Female,Nevada,NV,88,west,interior,west
32,2681,Black,postgrad,3,1,1046,Male,Nevada,NV,88,west,interior,west
32,1100,Hispanic,col,2,1,2559,Male,Nevada,NV,88,west,interior,west
32,3854,White,postgrad,4,1,20244,Male,Nevada,NV,88,west,interior,west
32,6608,Hispanic,nohs,3,2,9281,Female,Nevada,NV,88,west,interior,west
32,4058,White,somecol,4,1,39041,Male,Nevada,NV,88,west,interior,west
32,1508,Hispanic,nohs,2,1,6510,Male,Nevada,NV,88,west,interior,west
32,3089,Black,col,4,1,803,Male,Nevada,NV,88,west,interior,west
32,4670,White,nohs,1,2,7281,Female,Nevada,NV,88,west,interior,west
32,2120,Hispanic,col,3,1,2044,Male,Nevada,NV,88,west,interior,west
32,7424,Hispanic,hs,4,2,4138,Female,Nevada,NV,88,west,interior,west
32,5078,White,somecol,1,2,43085,Female,Nevada,NV,88,west,interior,west
32,3242,White,col,4,1,22182,Male,Nevada,NV,88,west,interior,west
32,5996,Hispanic,somecol,2,2,14174,Female,Nevada,NV,88,west,interior,west
32,5282,White,col,2,2,25647,Female,Nevada,NV,88,west,interior,west
32,2936,Hispanic,somecol,3,1,9980,Male,Nevada,NV,88,west,interior,west
32,6863,Other,postgrad,3,2,1643,Female,Nevada,NV,88,west,interior,west
32,4313,Black,hs,1,2,5315,Female,Nevada,NV,88,west,interior,west
32,3140,Hispanic,col,4,1,525,Male,Nevada,NV,88,west,interior,west
32,794,White,postgrad,1,1,2044,Male,Nevada,NV,88,west,interior,west
32,4925,Black,somecol,1,2,8467,Female,Nevada,NV,88,west,interior,west
32,6098,White,somecol,2,2,50234,Female,Nevada,NV,88,west,interior,west
32,1610,White,nohs,2,1,8265,Male,Nevada,NV,88,west,interior,west
32,6710,White,nohs,3,2,10040,Female,Nevada,NV,88,west,interior,west
32,4160,Hispanic,col,1,2,2415,Female,Nevada,NV,88,west,interior,west
32,5333,Black,hs,2,2,7870,Female,Nevada,NV,88,west,interior,west
32,2987,Other,somecol,3,1,10296,Male,Nevada,NV,88,west,interior,west
32,6914,White,postgrad,3,2,20983,Female,Nevada,NV,88,west,interior,west
32,7118,White,somecol,3,2,88174,Female,Nevada,NV,88,west,interior,west
32,5741,Black,postgrad,2,2,1307,Female,Nevada,NV,88,west,interior,west
32,845,Black,somecol,1,1,6041,Male,Nevada,NV,88,west,interior,west
32,80,Hispanic,col,1,1,1655,Male,Nevada,NV,88,west,interior,west
32,6149,Black,col,3,2,3735,Female,Nevada,NV,88,west,interior,west
32,6353,Black,hs,3,2,8197,Female,Nevada,NV,88,west,interior,west
32,1253,Black,hs,2,1,8045,Male,Nevada,NV,88,west,interior,west
32,4211,Other,col,1,2,4147,Female,Nevada,NV,88,west,interior,west
32,488,Hispanic,nohs,1,1,14401,Male,Nevada,NV,88,west,interior,west
32,6557,Black,nohs,3,2,1844,Female,Nevada,NV,88,west,interior,west
32,1457,Black,nohs,2,1,2495,Male,Nevada,NV,88,west,interior,west
32,7169,Black,col,4,2,1793,Female,Nevada,NV,88,west,interior,west
32,5792,Hispanic,postgrad,2,2,2043,Female,Nevada,NV,88,west,interior,west
32,3446,White,hs,4,1,35865,Male,Nevada,NV,88,west,interior,west
32,7577,Black,nohs,4,2,2005,Female,Nevada,NV,88,west,interior,west
32,6200,Hispanic,col,3,2,3190,Female,Nevada,NV,88,west,interior,west
32,6404,Hispanic,hs,3,2,12894,Female,Nevada,NV,88,west,interior,west
32,1304,Hispanic,hs,2,1,15680,Male,Nevada,NV,88,west,interior,west
32,5435,Other,hs,2,2,5454,Female,Nevada,NV,88,west,interior,west
32,7985,Black,somecol,4,2,4392,Female,Nevada,NV,88,west,interior,west
32,7475,Other,hs,4,2,4207,Female,Nevada,NV,88,west,interior,west
32,5639,Other,nohs,2,2,2400,Female,Nevada,NV,88,west,interior,west
32,3293,Black,hs,4,1,3190,Male,Nevada,NV,88,west,interior,west
32,6047,Other,somecol,2,2,12390,Female,Nevada,NV,88,west,interior,west
32,2732,Hispanic,postgrad,3,1,1270,Male,Nevada,NV,88,west,interior,west
32,1151,Other,col,2,1,5955,Male,Nevada,NV,88,west,interior,west
32,3905,Black,somecol,4,1,3081,Male,Nevada,NV,88,west,interior,west
32,6659,Other,nohs,3,2,4219,Female,Nevada,NV,88,west,interior,west
32,4109,Black,col,1,2,947,Female,Nevada,NV,88,west,interior,west
32,1559,Other,nohs,2,1,1543,Male,Nevada,NV,88,west,interior,west
32,8036,Hispanic,somecol,4,2,2791,Female,Nevada,NV,88,west,interior,west
32,4721,Black,postgrad,1,2,684,Female,Nevada,NV,88,west,interior,west
32,2171,Other,col,3,1,4904,Male,Nevada,NV,88,west,interior,west
32,7730,White,nohs,4,2,16762,Female,Nevada,NV,88,west,interior,west
32,3548,Hispanic,nohs,4,1,3796,Male,Nevada,NV,88,west,interior,west
32,2783,Other,postgrad,3,1,2777,Male,Nevada,NV,88,west,interior,west
32,1202,White,col,2,1,28336,Male,Nevada,NV,88,west,interior,west
32,3956,Hispanic,somecol,4,1,2918,Male,Nevada,NV,88,west,interior,west
32,6506,White,hs,3,2,63976,Female,Nevada,NV,88,west,interior,west
32,1406,White,hs,2,1,39066,Male,Nevada,NV,88,west,interior,west
32,4364,Hispanic,hs,1,2,17225,Female,Nevada,NV,88,west,interior,west
32,8087,Other,somecol,4,2,4100,Female,Nevada,NV,88,west,interior,west
32,1355,Other,hs,2,1,6587,Male,Nevada,NV,88,west,interior,west
32,4976,Hispanic,somecol,1,2,19456,Female,Nevada,NV,88,west,interior,west
32,7526,White,hs,4,2,52586,Female,Nevada,NV,88,west,interior,west
32,3599,Other,nohs,4,1,876,Male,Nevada,NV,88,west,interior,west
32,5690,White,nohs,2,2,7947,Female,Nevada,NV,88,west,interior,west
32,5384,Hispanic,hs,2,2,13533,Female,Nevada,NV,88,west,interior,west
32,4007,Other,somecol,4,1,3236,Male,Nevada,NV,88,west,interior,west
32,7220,Hispanic,col,4,2,832,Female,Nevada,NV,88,west,interior,west
32,5843,Other,postgrad,2,2,2208,Female,Nevada,NV,88,west,interior,west
32,5588,Hispanic,nohs,2,2,8293,Female,Nevada,NV,88,west,interior,west
32,8138,White,somecol,4,2,46376,Female,Nevada,NV,88,west,interior,west
32,6251,Other,col,3,2,7609,Female,Nevada,NV,88,west,interior,west
32,131,Other,col,1,1,2534,Male,Nevada,NV,88,west,interior,west
32,3701,Black,postgrad,4,1,608,Male,Nevada,NV,88,west,interior,west
32,3650,White,nohs,4,1,12516,Male,Nevada,NV,88,west,interior,west
32,7781,Black,postgrad,4,2,976,Female,Nevada,NV,88,west,interior,west
32,3395,Other,hs,4,1,2619,Male,Nevada,NV,88,west,interior,west
32,5945,Black,somecol,2,2,8937,Female,Nevada,NV,88,west,interior,west
32,3344,Hispanic,hs,4,1,2936,Male,Nevada,NV,88,west,interior,west
32,5894,White,postgrad,2,2,16267,Female,Nevada,NV,88,west,interior,west
32,7679,Other,nohs,4,2,3205,Female,Nevada,NV,88,west,interior,west
32,233,Black,hs,1,1,6429,Male,Nevada,NV,88,west,interior,west
32,3497,Black,nohs,4,1,1764,Male,Nevada,NV,88,west,interior,west
32,7628,Hispanic,nohs,4,2,7066,Female,Nevada,NV,88,west,interior,west
32,7883,Other,postgrad,4,2,1034,Female,Nevada,NV,88,west,interior,west
32,6455,Other,hs,3,2,9218,Female,Nevada,NV,88,west,interior,west
32,5537,Black,nohs,2,2,1606,Female,Nevada,NV,88,west,interior,west
32,5486,White,hs,2,2,30178,Female,Nevada,NV,88,west,interior,west
32,7271,Other,col,4,2,3206,Female,Nevada,NV,88,west,interior,west
32,182,White,col,1,1,11856,Male,Nevada,NV,88,west,interior,west
32,6302,White,col,3,2,32471,Female,Nevada,NV,88,west,interior,west
32,3752,Hispanic,postgrad,4,1,646,Male,Nevada,NV,88,west,interior,west
32,7832,Hispanic,postgrad,4,2,56,Female,Nevada,NV,88,west,interior,west
33,7323,White,col,4,2,13808,Female,New Hampshire,NH,12,northeast,england,east
33,7782,Black,postgrad,4,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,7986,Black,somecol,4,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,2682,Black,postgrad,3,1,503,Male,New Hampshire,NH,12,northeast,england,east
33,7935,White,postgrad,4,2,10766,Female,New Hampshire,NH,12,northeast,england,east
33,285,Hispanic,hs,1,1,665,Male,New Hampshire,NH,12,northeast,england,east
33,7578,Black,nohs,4,2,49,Female,New Hampshire,NH,12,northeast,england,east
33,7068,Other,somecol,3,2,2271,Female,New Hampshire,NH,12,northeast,england,east
33,4161,Hispanic,col,1,2,168,Female,New Hampshire,NH,12,northeast,england,east
33,8037,Hispanic,somecol,4,2,898,Female,New Hampshire,NH,12,northeast,england,east
33,132,Other,col,1,1,322,Male,New Hampshire,NH,12,northeast,england,east
33,4773,Hispanic,postgrad,1,2,356,Female,New Hampshire,NH,12,northeast,england,east
33,336,Other,hs,1,1,730,Male,New Hampshire,NH,12,northeast,england,east
33,81,Hispanic,col,1,1,265,Male,New Hampshire,NH,12,northeast,england,east
33,2631,White,nohs,3,1,14167,Male,New Hampshire,NH,12,northeast,england,east
33,6762,Black,postgrad,3,2,508,Female,New Hampshire,NH,12,northeast,england,east
33,4416,Other,hs,1,2,1278,Female,New Hampshire,NH,12,northeast,england,east
33,7374,Black,hs,4,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,6966,Black,somecol,3,2,670,Female,New Hampshire,NH,12,northeast,england,east
33,7119,White,somecol,3,2,58320,Female,New Hampshire,NH,12,northeast,england,east
33,1611,White,nohs,2,1,9129,Male,New Hampshire,NH,12,northeast,england,east
33,5997,Hispanic,somecol,2,2,1713,Female,New Hampshire,NH,12,northeast,england,east
33,897,Hispanic,somecol,1,1,2631,Male,New Hampshire,NH,12,northeast,england,east
33,2478,Black,nohs,3,1,226,Male,New Hampshire,NH,12,northeast,england,east
33,5028,Other,somecol,1,2,1834,Female,New Hampshire,NH,12,northeast,england,east
33,7731,White,nohs,4,2,12350,Female,New Hampshire,NH,12,northeast,england,east
33,6813,Hispanic,postgrad,3,2,343,Female,New Hampshire,NH,12,northeast,england,east
33,4467,White,hs,1,2,18368,Female,New Hampshire,NH,12,northeast,england,east
33,7221,Hispanic,col,4,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,7425,Hispanic,hs,4,2,89,Female,New Hampshire,NH,12,northeast,england,east
33,7170,Black,col,4,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,7629,Hispanic,nohs,4,2,388,Female,New Hampshire,NH,12,northeast,england,east
33,1866,Black,somecol,2,1,684,Male,New Hampshire,NH,12,northeast,england,east
33,4620,Other,nohs,1,2,474,Female,New Hampshire,NH,12,northeast,england,east
33,7833,Hispanic,postgrad,4,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,183,White,col,1,1,14445,Male,New Hampshire,NH,12,northeast,england,east
33,2733,Hispanic,postgrad,3,1,109,Male,New Hampshire,NH,12,northeast,england,east
33,387,White,hs,1,1,32255,Male,New Hampshire,NH,12,northeast,england,east
33,6609,Hispanic,nohs,3,2,650,Female,New Hampshire,NH,12,northeast,england,east
33,1968,Other,somecol,2,1,163,Male,New Hampshire,NH,12,northeast,england,east
33,7476,Other,hs,4,2,475,Female,New Hampshire,NH,12,northeast,england,east
33,7680,Other,nohs,4,2,503,Female,New Hampshire,NH,12,northeast,england,east
33,30,Black,col,1,1,399,Male,New Hampshire,NH,12,northeast,england,east
33,2580,Other,nohs,3,1,648,Male,New Hampshire,NH,12,northeast,england,east
33,6711,White,nohs,3,2,10093,Female,New Hampshire,NH,12,northeast,england,east
33,5130,Black,col,2,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,234,Black,hs,1,1,801,Male,New Hampshire,NH,12,northeast,england,east
33,8088,Other,somecol,4,2,420,Female,New Hampshire,NH,12,northeast,england,east
33,438,Black,nohs,1,1,223,Male,New Hampshire,NH,12,northeast,england,east
33,4569,Hispanic,nohs,1,2,908,Female,New Hampshire,NH,12,northeast,england,east
33,2223,White,col,3,1,36478,Male,New Hampshire,NH,12,northeast,england,east
33,7527,White,hs,4,2,42470,Female,New Hampshire,NH,12,northeast,england,east
33,5742,Black,postgrad,2,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,6150,Black,col,3,2,34,Female,New Hampshire,NH,12,northeast,england,east
33,3804,Other,postgrad,4,1,141,Male,New Hampshire,NH,12,northeast,england,east
33,1254,Black,hs,2,1,445,Male,New Hampshire,NH,12,northeast,england,east
33,5181,Hispanic,col,2,2,451,Female,New Hampshire,NH,12,northeast,england,east
33,2835,White,postgrad,3,1,27574,Male,New Hampshire,NH,12,northeast,england,east
33,1662,Black,postgrad,2,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,4212,Other,col,1,2,486,Female,New Hampshire,NH,12,northeast,england,east
33,6558,Black,nohs,3,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,2274,Black,hs,3,1,398,Male,New Hampshire,NH,12,northeast,england,east
33,4824,Other,postgrad,1,2,77,Female,New Hampshire,NH,12,northeast,england,east
33,5793,Hispanic,postgrad,2,2,832,Female,New Hampshire,NH,12,northeast,england,east
33,6201,Hispanic,col,3,2,571,Female,New Hampshire,NH,12,northeast,england,east
33,3855,White,postgrad,4,1,14500,Male,New Hampshire,NH,12,northeast,england,east
33,1305,Hispanic,hs,2,1,408,Male,New Hampshire,NH,12,northeast,england,east
33,5232,Other,col,2,2,1886,Female,New Hampshire,NH,12,northeast,england,east
33,2886,Black,somecol,3,1,141,Male,New Hampshire,NH,12,northeast,england,east
33,7017,Hispanic,somecol,3,2,1855,Female,New Hampshire,NH,12,northeast,england,east
33,1917,Hispanic,somecol,2,1,565,Male,New Hampshire,NH,12,northeast,england,east
33,4671,White,nohs,1,2,7011,Female,New Hampshire,NH,12,northeast,england,east
33,6048,Other,somecol,2,2,436,Female,New Hampshire,NH,12,northeast,england,east
33,948,Other,somecol,1,1,1283,Male,New Hampshire,NH,12,northeast,england,east
33,2529,Hispanic,nohs,3,1,252,Male,New Hampshire,NH,12,northeast,england,east
33,5079,White,somecol,1,2,39640,Female,New Hampshire,NH,12,northeast,england,east
33,6660,Other,nohs,3,2,1488,Female,New Hampshire,NH,12,northeast,england,east
33,6864,Other,postgrad,3,2,209,Female,New Hampshire,NH,12,northeast,england,east
33,4518,Black,nohs,1,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,7272,Other,col,4,2,56,Female,New Hampshire,NH,12,northeast,england,east
33,5487,White,hs,2,2,22176,Female,New Hampshire,NH,12,northeast,england,east
33,4314,Black,hs,1,2,168,Female,New Hampshire,NH,12,northeast,england,east
33,6099,White,somecol,2,2,34915,Female,New Hampshire,NH,12,northeast,england,east
33,999,White,somecol,1,1,34311,Male,New Hampshire,NH,12,northeast,england,east
33,3549,Hispanic,nohs,4,1,202,Male,New Hampshire,NH,12,northeast,england,east
33,7884,Other,postgrad,4,2,221,Female,New Hampshire,NH,12,northeast,england,east
33,6303,White,col,3,2,46150,Female,New Hampshire,NH,12,northeast,england,east
33,2784,Other,postgrad,3,1,762,Male,New Hampshire,NH,12,northeast,england,east
33,6915,White,postgrad,3,2,27443,Female,New Hampshire,NH,12,northeast,england,east
33,5334,Black,hs,2,2,322,Female,New Hampshire,NH,12,northeast,england,east
33,2019,White,somecol,2,1,30242,Male,New Hampshire,NH,12,northeast,england,east
33,642,Black,postgrad,1,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,3192,Other,col,4,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,3651,White,nohs,4,1,10325,Male,New Hampshire,NH,12,northeast,england,east
33,1050,Black,col,2,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,3600,Other,nohs,4,1,446,Male,New Hampshire,NH,12,northeast,england,east
33,6354,Black,hs,3,2,210,Female,New Hampshire,NH,12,northeast,england,east
33,4263,White,col,1,2,17340,Female,New Hampshire,NH,12,northeast,england,east
33,8139,White,somecol,4,2,23342,Female,New Hampshire,NH,12,northeast,england,east
33,489,Hispanic,nohs,1,1,373,Male,New Hampshire,NH,12,northeast,england,east
33,4875,White,postgrad,1,2,4440,Female,New Hampshire,NH,12,northeast,england,east
33,2070,Black,col,3,1,37,Male,New Hampshire,NH,12,northeast,england,east
33,693,Hispanic,postgrad,1,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,3243,White,col,4,1,15434,Male,New Hampshire,NH,12,northeast,england,east
33,3447,White,hs,4,1,25107,Male,New Hampshire,NH,12,northeast,england,east
33,1101,Hispanic,col,2,1,810,Male,New Hampshire,NH,12,northeast,england,east
33,2937,Hispanic,somecol,3,1,552,Male,New Hampshire,NH,12,northeast,england,east
33,6405,Hispanic,hs,3,2,1478,Female,New Hampshire,NH,12,northeast,england,east
33,4059,White,somecol,4,1,18698,Male,New Hampshire,NH,12,northeast,england,east
33,1713,Hispanic,postgrad,2,1,68,Male,New Hampshire,NH,12,northeast,england,east
33,2376,Other,hs,3,1,315,Male,New Hampshire,NH,12,northeast,england,east
33,4926,Black,somecol,1,2,1219,Female,New Hampshire,NH,12,northeast,england,east
33,2325,Hispanic,hs,3,1,988,Male,New Hampshire,NH,12,northeast,england,east
33,5385,Hispanic,hs,2,2,458,Female,New Hampshire,NH,12,northeast,england,east
33,5844,Other,postgrad,2,2,376,Female,New Hampshire,NH,12,northeast,england,east
33,6252,Other,col,3,2,357,Female,New Hampshire,NH,12,northeast,england,east
33,3906,Black,somecol,4,1,8,Male,New Hampshire,NH,12,northeast,england,east
33,1356,Other,hs,2,1,1532,Male,New Hampshire,NH,12,northeast,england,east
33,5283,White,col,2,2,29454,Female,New Hampshire,NH,12,northeast,england,east
33,4365,Hispanic,hs,1,2,763,Female,New Hampshire,NH,12,northeast,england,east
33,1764,Other,postgrad,2,1,899,Male,New Hampshire,NH,12,northeast,england,east
33,591,White,nohs,1,1,6809,Male,New Hampshire,NH,12,northeast,england,east
33,4722,Black,postgrad,1,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,5946,Black,somecol,2,2,152,Female,New Hampshire,NH,12,northeast,england,east
33,540,Other,nohs,1,1,268,Male,New Hampshire,NH,12,northeast,england,east
33,5895,White,postgrad,2,2,16154,Female,New Hampshire,NH,12,northeast,england,east
33,2121,Hispanic,col,3,1,836,Male,New Hampshire,NH,12,northeast,england,east
33,3957,Hispanic,somecol,4,1,349,Male,New Hampshire,NH,12,northeast,england,east
33,1407,White,hs,2,1,30095,Male,New Hampshire,NH,12,northeast,england,east
33,6507,White,hs,3,2,52766,Female,New Hampshire,NH,12,northeast,england,east
33,2988,Other,somecol,3,1,342,Male,New Hampshire,NH,12,northeast,england,east
33,5538,Black,nohs,2,2,75,Female,New Hampshire,NH,12,northeast,england,east
33,6456,Other,hs,3,2,872,Female,New Hampshire,NH,12,northeast,england,east
33,4110,Black,col,1,2,0,Female,New Hampshire,NH,12,northeast,england,east
33,2427,White,hs,3,1,62722,Male,New Hampshire,NH,12,northeast,england,east
33,4977,Hispanic,somecol,1,2,825,Female,New Hampshire,NH,12,northeast,england,east
33,1509,Hispanic,nohs,2,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,2172,Other,col,3,1,296,Male,New Hampshire,NH,12,northeast,england,east
33,4008,Other,somecol,4,1,719,Male,New Hampshire,NH,12,northeast,england,east
33,3345,Hispanic,hs,4,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,744,Other,postgrad,1,1,375,Male,New Hampshire,NH,12,northeast,england,east
33,3039,White,somecol,3,1,49203,Male,New Hampshire,NH,12,northeast,england,east
33,5589,Hispanic,nohs,2,2,312,Female,New Hampshire,NH,12,northeast,england,east
33,1152,Other,col,2,1,416,Male,New Hampshire,NH,12,northeast,england,east
33,3702,Black,postgrad,4,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,1815,White,postgrad,2,1,10644,Male,New Hampshire,NH,12,northeast,england,east
33,3396,Other,hs,4,1,250,Male,New Hampshire,NH,12,northeast,england,east
33,1560,Other,nohs,2,1,715,Male,New Hampshire,NH,12,northeast,england,east
33,5691,White,nohs,2,2,2936,Female,New Hampshire,NH,12,northeast,england,east
33,846,Black,somecol,1,1,509,Male,New Hampshire,NH,12,northeast,england,east
33,3294,Black,hs,4,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,795,White,postgrad,1,1,1912,Male,New Hampshire,NH,12,northeast,england,east
33,5436,Other,hs,2,2,1053,Female,New Hampshire,NH,12,northeast,england,east
33,1458,Black,nohs,2,1,230,Male,New Hampshire,NH,12,northeast,england,east
33,3090,Black,col,4,1,108,Male,New Hampshire,NH,12,northeast,england,east
33,3498,Black,nohs,4,1,49,Male,New Hampshire,NH,12,northeast,england,east
33,3753,Hispanic,postgrad,4,1,140,Male,New Hampshire,NH,12,northeast,england,east
33,3141,Hispanic,col,4,1,0,Male,New Hampshire,NH,12,northeast,england,east
33,1203,White,col,2,1,24941,Male,New Hampshire,NH,12,northeast,england,east
33,5640,Other,nohs,2,2,703,Female,New Hampshire,NH,12,northeast,england,east
34,4774,Hispanic,postgrad,1,2,3408,Female,New Jersey,NJ,22,northeast,acela,east
34,7375,Black,hs,4,2,28862,Female,New Jersey,NJ,22,northeast,acela,east
34,7324,White,col,4,2,68500,Female,New Jersey,NJ,22,northeast,acela,east
34,5029,Other,somecol,1,2,21347,Female,New Jersey,NJ,22,northeast,acela,east
34,5233,Other,col,2,2,30836,Female,New Jersey,NJ,22,northeast,acela,east
34,7069,Other,somecol,3,2,16810,Female,New Jersey,NJ,22,northeast,acela,east
34,5182,Hispanic,col,2,2,23578,Female,New Jersey,NJ,22,northeast,acela,east
34,1918,Hispanic,somecol,2,1,31088,Male,New Jersey,NJ,22,northeast,acela,east
34,7171,Black,col,4,2,5910,Female,New Jersey,NJ,22,northeast,acela,east
34,1867,Black,somecol,2,1,29311,Male,New Jersey,NJ,22,northeast,acela,east
34,5335,Black,hs,2,2,32101,Female,New Jersey,NJ,22,northeast,acela,east
34,2479,Black,nohs,3,1,15640,Male,New Jersey,NJ,22,northeast,acela,east
34,1306,Hispanic,hs,2,1,40157,Male,New Jersey,NJ,22,northeast,acela,east
34,4162,Hispanic,col,1,2,15087,Female,New Jersey,NJ,22,northeast,acela,east
34,5743,Black,postgrad,2,2,11677,Female,New Jersey,NJ,22,northeast,acela,east
34,8038,Hispanic,somecol,4,2,5496,Female,New Jersey,NJ,22,northeast,acela,east
34,7120,White,somecol,3,2,216924,Female,New Jersey,NJ,22,northeast,acela,east
34,8089,Other,somecol,4,2,4696,Female,New Jersey,NJ,22,northeast,acela,east
34,5131,Black,col,2,2,20079,Female,New Jersey,NJ,22,northeast,acela,east
34,4213,Other,col,1,2,14533,Female,New Jersey,NJ,22,northeast,acela,east
34,3805,Other,postgrad,4,1,7306,Male,New Jersey,NJ,22,northeast,acela,east
34,4417,Other,hs,1,2,7337,Female,New Jersey,NJ,22,northeast,acela,east
34,2071,Black,col,3,1,16130,Male,New Jersey,NJ,22,northeast,acela,east
34,4621,Other,nohs,1,2,2256,Female,New Jersey,NJ,22,northeast,acela,east
34,4825,Other,postgrad,1,2,4086,Female,New Jersey,NJ,22,northeast,acela,east
34,5794,Hispanic,postgrad,2,2,11131,Female,New Jersey,NJ,22,northeast,acela,east
34,3448,White,hs,4,1,121759,Male,New Jersey,NJ,22,northeast,acela,east
34,7579,Black,nohs,4,2,19878,Female,New Jersey,NJ,22,northeast,acela,east
34,3856,White,postgrad,4,1,69800,Male,New Jersey,NJ,22,northeast,acela,east
34,337,Other,hs,1,1,9035,Male,New Jersey,NJ,22,northeast,acela,east
34,4264,White,col,1,2,87032,Female,New Jersey,NJ,22,northeast,acela,east
