fips,X,race_eth,edu5,age4,SEX,Freq,sex,state,postal,GESTCEN,census.region,nate.subregion,nate.region
9,3781,Other,postgrad,4,1,1645,Male,Connecticut,CT,16,east,england,east
9,6331,Black,hs,3,2,14324,Female,Connecticut,CT,16,east,england,east
9,5158,Hispanic,col,2,2,5147,Female,Connecticut,CT,16,east,england,east
9,7759,Black,postgrad,4,2,1351,Female,Connecticut,CT,16,east,england,east
9,6535,Black,nohs,3,2,4375,Female,Connecticut,CT,16,east,england,east
9,3985,Other,somecol,4,1,637,Male,Connecticut,CT,16,east,england,east
9,5566,Hispanic,nohs,2,2,9519,Female,Connecticut,CT,16,east,england,east
9,3934,Hispanic,somecol,4,1,1192,Male,Connecticut,CT,16,east,england,east
9,7861,Other,postgrad,4,2,680,Female,Connecticut,CT,16,east,england,east
9,2863,Black,somecol,3,1,10042,Male,Connecticut,CT,16,east,england,east
9,6127,Black,col,3,2,4244,Female,Connecticut,CT,16,east,england,east
9,5209,Other,col,2,2,3712,Female,Connecticut,CT,16,east,england,east
9,5464,White,hs,2,2,36538,Female,Connecticut,CT,16,east,england,east
9,7708,White,nohs,4,2,35130,Female,Connecticut,CT,16,east,england,east
10,4394,Other,hs,1,2,840,Female,Delaware,DE,51,south,acela,east
10,6587,Hispanic,nohs,3,2,465,Female,Delaware,DE,51,south,acela,east
10,7352,Black,hs,4,2,3381,Female,Delaware,DE,51,south,acela,east
10,6995,Hispanic,somecol,3,2,475,Female,Delaware,DE,51,south,acela,east
10,7301,White,col,4,2,8468,Female,Delaware,DE,51,south,acela,east
10,6077,White,somecol,2,2,14940,Female,Delaware,DE,51,south,acela,east
10,7403,Hispanic,hs,4,2,514,Female,Delaware,DE,51,south,acela,east
10,6230,Other,col,3,2,1632,Female,Delaware,DE,51,south,acela,east
10,6026,Other,somecol,2,2,1429,Female,Delaware,DE,51,south,acela,east
10,5975,Hispanic,somecol,2,2,1503,Female,Delaware,DE,51,south,acela,east
10,4139,Hispanic,col,1,2,580,Female,Delaware,DE,51,south,acela,east
10,6842,Other,postgrad,3,2,1150,Female,Delaware,DE,51,south,acela,east
10,6893,White,postgrad,3,2,13120,Female,Delaware,DE,51,south,acela,east
10,1589,White,nohs,2,1,4016,Male,Delaware,DE,51,south,acela,east
10,6791,Hispanic,postgrad,3,2,82,Female,Delaware,DE,51,south,acela,east
10,1742,Other,postgrad,2,1,635,Male,Delaware,DE,51,south,acela,east
10,4037,White,somecol,4,1,11254,Male,Delaware,DE,51,south,acela,east
10,6944,Black,somecol,3,2,8621,Female,Delaware,DE,51,south,acela,east
10,7199,Hispanic,col,4,2,240,Female,Delaware,DE,51,south,acela,east
10,6689,White,nohs,3,2,5391,Female,Delaware,DE,51,south,acela,east
10,8,Black,col,1,1,685,Male,Delaware,DE,51,south,acela,east
10,1844,Black,somecol,2,1,4377,Male,Delaware,DE,51,south,acela,east
10,5108,Black,col,2,2,3208,Female,Delaware,DE,51,south,acela,east
10,5516,Black,nohs,2,2,623,Female,Delaware,DE,51,south,acela,east
10,7097,White,somecol,3,2,26693,Female,Delaware,DE,51,south,acela,east
10,5720,Black,postgrad,2,2,2578,Female,Delaware,DE,51,south,acela,east
10,7046,Other,somecol,3,2,1372,Female,Delaware,DE,51,south,acela,east
10,5261,White,col,2,2,14037,Female,Delaware,DE,51,south,acela,east
10,6332,Black,hs,3,2,7834,Female,Delaware,DE,51,south,acela,east
10,3323,Hispanic,hs,4,1,167,Male,Delaware,DE,51,south,acela,east
10,5618,Other,nohs,2,2,17,Female,Delaware,DE,51,south,acela,east
10,59,Hispanic,col,1,1,485,Male,Delaware,DE,51,south,acela,east
10,7913,White,postgrad,4,2,4857,Female,Delaware,DE,51,south,acela,east
10,263,Hispanic,hs,1,1,2017,Male,Delaware,DE,51,south,acela,east
10,1640,Black,postgrad,2,1,311,Male,Delaware,DE,51,south,acela,east
10,4190,Other,col,1,2,542,Female,Delaware,DE,51,south,acela,east
10,5771,Hispanic,postgrad,2,2,326,Female,Delaware,DE,51,south,acela,east
10,7556,Black,nohs,4,2,2375,Female,Delaware,DE,51,south,acela,east
10,875,Hispanic,somecol,1,1,1302,Male,Delaware,DE,51,south,acela,east
10,6383,Hispanic,hs,3,2,948,Female,Delaware,DE,51,south,acela,east
10,6128,Black,col,3,2,4337,Female,Delaware,DE,51,south,acela,east
10,5006,Other,somecol,1,2,1571,Female,Delaware,DE,51,south,acela,east
10,1487,Hispanic,nohs,2,1,582,Male,Delaware,DE,51,south,acela,east
10,6740,Black,postgrad,3,2,2314,Female,Delaware,DE,51,south,acela,east
10,314,Other,hs,1,1,1307,Male,Delaware,DE,51,south,acela,east
10,4445,White,hs,1,2,10170,Female,Delaware,DE,51,south,acela,east
10,1895,Hispanic,somecol,2,1,1011,Male,Delaware,DE,51,south,acela,east
10,5822,Other,postgrad,2,2,380,Female,Delaware,DE,51,south,acela,east
10,7607,Hispanic,nohs,4,2,352,Female,Delaware,DE,51,south,acela,east
10,6638,Other,nohs,3,2,891,Female,Delaware,DE,51,south,acela,east
10,6434,Other,hs,3,2,1364,Female,Delaware,DE,51,south,acela,east
10,7811,Hispanic,postgrad,4,2,184,Female,Delaware,DE,51,south,acela,east
10,161,White,col,1,1,5980,Male,Delaware,DE,51,south,acela,east
10,2711,Hispanic,postgrad,3,1,995,Male,Delaware,DE,51,south,acela,east
10,4088,Black,col,1,2,1033,Female,Delaware,DE,51,south,acela,east
10,5669,White,nohs,2,2,2569,Female,Delaware,DE,51,south,acela,east
10,7964,Black,somecol,4,2,2307,Female,Delaware,DE,51,south,acela,east
10,7454,Other,hs,4,2,331,Female,Delaware,DE,51,south,acela,east
10,6281,White,col,3,2,17847,Female,Delaware,DE,51,south,acela,east
10,7658,Other,nohs,4,2,552,Female,Delaware,DE,51,south,acela,east
10,6485,White,hs,3,2,29377,Female,Delaware,DE,51,south,acela,east
10,2558,Other,nohs,3,1,328,Male,Delaware,DE,51,south,acela,east
10,7862,Other,postgrad,4,2,116,Female,Delaware,DE,51,south,acela,east
10,212,Black,hs,1,1,4892,Male,Delaware,DE,51,south,acela,east
10,2762,Other,postgrad,3,1,524,Male,Delaware,DE,51,south,acela,east
10,5312,Black,hs,2,2,5324,Female,Delaware,DE,51,south,acela,east
10,1793,White,postgrad,2,1,4745,Male,Delaware,DE,51,south,acela,east
10,3374,Other,hs,4,1,95,Male,Delaware,DE,51,south,acela,east
10,7505,White,hs,4,2,24291,Female,Delaware,DE,51,south,acela,east
10,7250,Other,col,4,2,639,Female,Delaware,DE,51,south,acela,east
10,7709,White,nohs,4,2,9138,Female,Delaware,DE,51,south,acela,east
10,6536,Black,nohs,3,2,4621,Female,Delaware,DE,51,south,acela,east
10,2609,White,nohs,3,1,7763,Male,Delaware,DE,51,south,acela,east
10,5159,Hispanic,col,2,2,920,Female,Delaware,DE,51,south,acela,east
10,5567,Hispanic,nohs,2,2,924,Female,Delaware,DE,51,south,acela,east
10,7148,Black,col,4,2,1007,Female,Delaware,DE,51,south,acela,east
10,5363,Hispanic,hs,2,2,484,Female,Delaware,DE,51,south,acela,east
10,3425,White,hs,4,1,15462,Male,Delaware,DE,51,south,acela,east
10,6179,Hispanic,col,3,2,936,Female,Delaware,DE,51,south,acela,east
10,2252,Black,hs,3,1,9246,Male,Delaware,DE,51,south,acela,east
10,2456,Black,nohs,3,1,2210,Male,Delaware,DE,51,south,acela,east
10,7760,Black,postgrad,4,2,991,Female,Delaware,DE,51,south,acela,east
10,110,Other,col,1,1,623,Male,Delaware,DE,51,south,acela,east
10,2660,Black,postgrad,3,1,1271,Male,Delaware,DE,51,south,acela,east
10,5210,Other,col,2,2,1040,Female,Delaware,DE,51,south,acela,east
10,1691,Hispanic,postgrad,2,1,89,Male,Delaware,DE,51,south,acela,east
10,4241,White,col,1,2,9919,Female,Delaware,DE,51,south,acela,east
10,518,Other,nohs,1,1,955,Male,Delaware,DE,51,south,acela,east
10,3476,Black,nohs,4,1,2508,Male,Delaware,DE,51,south,acela,east
10,926,Other,somecol,1,1,1263,Male,Delaware,DE,51,south,acela,east
10,1130,Other,col,2,1,521,Male,Delaware,DE,51,south,acela,east
10,2507,Hispanic,nohs,3,1,1223,Male,Delaware,DE,51,south,acela,east
10,5057,White,somecol,1,2,19306,Female,Delaware,DE,51,south,acela,east
10,1538,Other,nohs,2,1,309,Male,Delaware,DE,51,south,acela,east
10,8015,Hispanic,somecol,4,2,151,Female,Delaware,DE,51,south,acela,east
10,365,White,hs,1,1,15071,Male,Delaware,DE,51,south,acela,east
10,4496,Black,nohs,1,2,2451,Female,Delaware,DE,51,south,acela,east
10,1946,Other,somecol,2,1,907,Male,Delaware,DE,51,south,acela,east
10,5873,White,postgrad,2,2,7261,Female,Delaware,DE,51,south,acela,east
10,3527,Hispanic,nohs,4,1,562,Male,Delaware,DE,51,south,acela,east
10,977,White,somecol,1,1,15298,Male,Delaware,DE,51,south,acela,east
10,4904,Black,somecol,1,2,8446,Female,Delaware,DE,51,south,acela,east
10,3731,Hispanic,postgrad,4,1,43,Male,Delaware,DE,51,south,acela,east
10,1385,White,hs,2,1,15077,Male,Delaware,DE,51,south,acela,east
10,3935,Hispanic,somecol,4,1,261,Male,Delaware,DE,51,south,acela,east
10,8066,Other,somecol,4,2,556,Female,Delaware,DE,51,south,acela,east
10,416,Black,nohs,1,1,3150,Male,Delaware,DE,51,south,acela,east
10,4547,Hispanic,nohs,1,2,727,Female,Delaware,DE,51,south,acela,east
10,2201,White,col,3,1,15277,Male,Delaware,DE,51,south,acela,east
10,4751,Hispanic,postgrad,1,2,0,Female,Delaware,DE,51,south,acela,east
10,3578,Other,nohs,4,1,0,Male,Delaware,DE,51,south,acela,east
10,1232,Black,hs,2,1,8286,Male,Delaware,DE,51,south,acela,east
10,3782,Other,postgrad,4,1,467,Male,Delaware,DE,51,south,acela,east
10,2864,Black,somecol,3,1,5504,Male,Delaware,DE,51,south,acela,east
10,1436,Black,nohs,2,1,1805,Male,Delaware,DE,51,south,acela,east
10,2813,White,postgrad,3,1,10037,Male,Delaware,DE,51,south,acela,east
10,8117,White,somecol,4,2,15899,Female,Delaware,DE,51,south,acela,east
10,467,Hispanic,nohs,1,1,1603,Male,Delaware,DE,51,south,acela,east
10,4598,Other,nohs,1,2,169,Female,Delaware,DE,51,south,acela,east
10,2048,Black,col,3,1,2292,Male,Delaware,DE,51,south,acela,east
10,4802,Other,postgrad,1,2,412,Female,Delaware,DE,51,south,acela,east
10,3629,White,nohs,4,1,7338,Male,Delaware,DE,51,south,acela,east
10,1283,Hispanic,hs,2,1,2478,Male,Delaware,DE,51,south,acela,east
10,3833,White,postgrad,4,1,8049,Male,Delaware,DE,51,south,acela,east
10,4292,Black,hs,1,2,5245,Female,Delaware,DE,51,south,acela,east
10,569,White,nohs,1,1,6765,Male,Delaware,DE,51,south,acela,east
10,773,White,postgrad,1,1,1364,Male,Delaware,DE,51,south,acela,east
10,5414,Other,hs,2,2,862,Female,Delaware,DE,51,south,acela,east
10,4649,White,nohs,1,2,4039,Female,Delaware,DE,51,south,acela,east
10,2099,Hispanic,col,3,1,567,Male,Delaware,DE,51,south,acela,east
10,2303,Hispanic,hs,3,1,1270,Male,Delaware,DE,51,south,acela,east
10,3680,Black,postgrad,4,1,735,Male,Delaware,DE,51,south,acela,east
10,3272,Black,hs,4,1,2497,Male,Delaware,DE,51,south,acela,east
10,1334,Other,hs,2,1,684,Male,Delaware,DE,51,south,acela,east
10,3884,Black,somecol,4,1,1869,Male,Delaware,DE,51,south,acela,east
10,1997,White,somecol,2,1,13500,Male,Delaware,DE,51,south,acela,east
10,5924,Black,somecol,2,2,6738,Female,Delaware,DE,51,south,acela,east
10,824,Black,somecol,1,1,7759,Male,Delaware,DE,51,south,acela,east
10,1028,Black,col,2,1,2297,Male,Delaware,DE,51,south,acela,east
10,4955,Hispanic,somecol,1,2,2029,Female,Delaware,DE,51,south,acela,east
10,2354,Other,hs,3,1,868,Male,Delaware,DE,51,south,acela,east
10,1181,White,col,2,1,11708,Male,Delaware,DE,51,south,acela,east
10,3986,Other,somecol,4,1,494,Male,Delaware,DE,51,south,acela,east
10,3068,Black,col,4,1,583,Male,Delaware,DE,51,south,acela,east
10,3221,White,col,4,1,9132,Male,Delaware,DE,51,south,acela,east
10,4853,White,postgrad,1,2,953,Female,Delaware,DE,51,south,acela,east
10,3017,White,somecol,3,1,20825,Male,Delaware,DE,51,south,acela,east
10,671,Hispanic,postgrad,1,1,0,Male,Delaware,DE,51,south,acela,east
10,5465,White,hs,2,2,11667,Female,Delaware,DE,51,south,acela,east
10,1079,Hispanic,col,2,1,916,Male,Delaware,DE,51,south,acela,east
10,620,Black,postgrad,1,1,176,Male,Delaware,DE,51,south,acela,east
10,2915,Hispanic,somecol,3,1,1292,Male,Delaware,DE,51,south,acela,east
10,3170,Other,col,4,1,245,Male,Delaware,DE,51,south,acela,east
10,4700,Black,postgrad,1,2,344,Female,Delaware,DE,51,south,acela,east
10,2150,Other,col,3,1,1069,Male,Delaware,DE,51,south,acela,east
10,3119,Hispanic,col,4,1,186,Male,Delaware,DE,51,south,acela,east
10,2405,White,hs,3,1,31953,Male,Delaware,DE,51,south,acela,east
10,4343,Hispanic,hs,1,2,1397,Female,Delaware,DE,51,south,acela,east
10,722,Other,postgrad,1,1,0,Male,Delaware,DE,51,south,acela,east
10,2966,Other,somecol,3,1,741,Male,Delaware,DE,51,south,acela,east
11,5109,Black,col,2,2,3400,Female,District of Columbia,DC,53,south,acela,east
11,2559,Other,nohs,3,1,191,Male,District of Columbia,DC,53,south,acela,east
11,4395,Other,hs,1,2,447,Female,District of Columbia,DC,53,south,acela,east
11,1590,White,nohs,2,1,0,Male,District of Columbia,DC,53,south,acela,east
11,5313,Black,hs,2,2,8607,Female,District of Columbia,DC,53,south,acela,east
11,2712,Hispanic,postgrad,3,1,575,Male,District of Columbia,DC,53,south,acela,east
11,60,Hispanic,col,1,1,1055,Male,District of Columbia,DC,53,south,acela,east
11,6333,Black,hs,3,2,16489,Female,District of Columbia,DC,53,south,acela,east
11,9,Black,col,1,1,2989,Male,District of Columbia,DC,53,south,acela,east
11,1845,Black,somecol,2,1,6263,Male,District of Columbia,DC,53,south,acela,east
11,927,Other,somecol,1,1,1778,Male,District of Columbia,DC,53,south,acela,east
11,6945,Black,somecol,3,2,11436,Female,District of Columbia,DC,53,south,acela,east
11,4140,Hispanic,col,1,2,1504,Female,District of Columbia,DC,53,south,acela,east
11,6231,Other,col,3,2,461,Female,District of Columbia,DC,53,south,acela,east
11,162,White,col,1,1,16807,Male,District of Columbia,DC,53,south,acela,east
11,5262,White,col,2,2,7839,Female,District of Columbia,DC,53,south,acela,east
11,1488,Hispanic,nohs,2,1,1082,Male,District of Columbia,DC,53,south,acela,east
11,4038,White,somecol,4,1,670,Male,District of Columbia,DC,53,south,acela,east
11,3783,Other,postgrad,4,1,208,Male,District of Columbia,DC,53,south,acela,east
11,5211,Other,col,2,2,1802,Female,District of Columbia,DC,53,south,acela,east
11,1896,Hispanic,somecol,2,1,443,Male,District of Columbia,DC,53,south,acela,east
11,4446,White,hs,1,2,1799,Female,District of Columbia,DC,53,south,acela,east
11,4905,Black,somecol,1,2,11939,Female,District of Columbia,DC,53,south,acela,east
11,3732,Hispanic,postgrad,4,1,272,Male,District of Columbia,DC,53,south,acela,east
11,6282,White,col,3,2,6324,Female,District of Columbia,DC,53,south,acela,east
11,3681,Black,postgrad,4,1,1713,Male,District of Columbia,DC,53,south,acela,east
11,2763,Other,postgrad,3,1,863,Male,District of Columbia,DC,53,south,acela,east
11,6690,White,nohs,3,2,0,Female,District of Columbia,DC,53,south,acela,east
11,1539,Other,nohs,2,1,0,Male,District of Columbia,DC,53,south,acela,east
11,5007,Other,somecol,1,2,2020,Female,District of Columbia,DC,53,south,acela,east
11,3834,White,postgrad,4,1,7210,Male,District of Columbia,DC,53,south,acela,east
11,6384,Hispanic,hs,3,2,1251,Female,District of Columbia,DC,53,south,acela,east
11,1029,Black,col,2,1,4168,Male,District of Columbia,DC,53,south,acela,east
11,4956,Hispanic,somecol,1,2,1294,Female,District of Columbia,DC,53,south,acela,east
11,978,White,somecol,1,1,6190,Male,District of Columbia,DC,53,south,acela,east
11,5160,Hispanic,col,2,2,575,Female,District of Columbia,DC,53,south,acela,east
11,1641,Black,postgrad,2,1,2804,Male,District of Columbia,DC,53,south,acela,east
11,4191,Other,col,1,2,1578,Female,District of Columbia,DC,53,south,acela,east
11,213,Black,hs,1,1,7702,Male,District of Columbia,DC,53,south,acela,east
11,876,Hispanic,somecol,1,1,1123,Male,District of Columbia,DC,53,south,acela,east
11,3426,White,hs,4,1,74,Male,District of Columbia,DC,53,south,acela,east
11,5976,Hispanic,somecol,2,2,420,Female,District of Columbia,DC,53,south,acela,east
11,4089,Black,col,1,2,3926,Female,District of Columbia,DC,53,south,acela,east
11,1080,Hispanic,col,2,1,1173,Male,District of Columbia,DC,53,south,acela,east
11,111,Other,col,1,1,728,Male,District of Columbia,DC,53,south,acela,east
11,2661,Black,postgrad,3,1,3088,Male,District of Columbia,DC,53,south,acela,east
11,6588,Hispanic,nohs,3,2,664,Female,District of Columbia,DC,53,south,acela,east
11,2610,White,nohs,3,1,253,Male,District of Columbia,DC,53,south,acela,east
11,4242,White,col,1,2,20504,Female,District of Columbia,DC,53,south,acela,east
11,6996,Hispanic,somecol,3,2,535,Female,District of Columbia,DC,53,south,acela,east
11,3069,Black,col,4,1,1460,Male,District of Columbia,DC,53,south,acela,east
11,5364,Hispanic,hs,2,2,0,Female,District of Columbia,DC,53,south,acela,east
11,6027,Other,somecol,2,2,828,Female,District of Columbia,DC,53,south,acela,east
11,2508,Hispanic,nohs,3,1,278,Male,District of Columbia,DC,53,south,acela,east
11,5058,White,somecol,1,2,7929,Female,District of Columbia,DC,53,south,acela,east
11,2457,Black,nohs,3,1,7962,Male,District of Columbia,DC,53,south,acela,east
11,6435,Other,hs,3,2,279,Female,District of Columbia,DC,53,south,acela,east
11,6639,Other,nohs,3,2,433,Female,District of Columbia,DC,53,south,acela,east
11,1947,Other,somecol,2,1,820,Male,District of Columbia,DC,53,south,acela,east
11,4497,Black,nohs,1,2,4070,Female,District of Columbia,DC,53,south,acela,east
11,1692,Hispanic,postgrad,2,1,2066,Male,District of Columbia,DC,53,south,acela,east
11,774,White,postgrad,1,1,5881,Male,District of Columbia,DC,53,south,acela,east
11,3528,Hispanic,nohs,4,1,260,Male,District of Columbia,DC,53,south,acela,east
11,6078,White,somecol,2,2,1412,Female,District of Columbia,DC,53,south,acela,east
11,7455,Other,hs,4,2,93,Female,District of Columbia,DC,53,south,acela,east
11,1386,White,hs,2,1,87,Male,District of Columbia,DC,53,south,acela,east
11,7659,Other,nohs,4,2,238,Female,District of Columbia,DC,53,south,acela,east
11,6486,White,hs,3,2,346,Female,District of Columbia,DC,53,south,acela,east
11,3885,Black,somecol,4,1,4130,Male,District of Columbia,DC,53,south,acela,east
11,1998,White,somecol,2,1,2065,Male,District of Columbia,DC,53,south,acela,east
11,4752,Hispanic,postgrad,1,2,354,Female,District of Columbia,DC,53,south,acela,east
11,3171,Other,col,4,1,189,Male,District of Columbia,DC,53,south,acela,east
11,7302,White,col,4,2,2359,Female,District of Columbia,DC,53,south,acela,east
11,1233,Black,hs,2,1,8500,Male,District of Columbia,DC,53,south,acela,east
11,6129,Black,col,3,2,5586,Female,District of Columbia,DC,53,south,acela,east
11,7506,White,hs,4,2,2443,Female,District of Columbia,DC,53,south,acela,east
11,264,Hispanic,hs,1,1,1350,Male,District of Columbia,DC,53,south,acela,east
11,2814,White,postgrad,3,1,11126,Male,District of Columbia,DC,53,south,acela,east
11,6741,Black,postgrad,3,2,5316,Female,District of Columbia,DC,53,south,acela,east
11,7914,White,postgrad,4,2,4498,Female,District of Columbia,DC,53,south,acela,east
11,2049,Black,col,3,1,3558,Male,District of Columbia,DC,53,south,acela,east
11,4803,Other,postgrad,1,2,1187,Female,District of Columbia,DC,53,south,acela,east
11,3222,White,col,4,1,2277,Male,District of Columbia,DC,53,south,acela,east
11,7353,Black,hs,4,2,8997,Female,District of Columbia,DC,53,south,acela,east
11,1284,Hispanic,hs,2,1,338,Male,District of Columbia,DC,53,south,acela,east
11,7557,Black,nohs,4,2,5967,Female,District of Columbia,DC,53,south,acela,east
11,4293,Black,hs,1,2,8551,Female,District of Columbia,DC,53,south,acela,east
11,315,Other,hs,1,1,737,Male,District of Columbia,DC,53,south,acela,east
11,2865,Black,somecol,3,1,9380,Male,District of Columbia,DC,53,south,acela,east
11,5415,Other,hs,2,2,92,Female,District of Columbia,DC,53,south,acela,east
11,7965,Black,somecol,4,2,6593,Female,District of Columbia,DC,53,south,acela,east
11,3477,Black,nohs,4,1,4266,Male,District of Columbia,DC,53,south,acela,east
11,4854,White,postgrad,1,2,7426,Female,District of Columbia,DC,53,south,acela,east
11,3273,Black,hs,4,1,4051,Male,District of Columbia,DC,53,south,acela,east
11,7404,Hispanic,hs,4,2,130,Female,District of Columbia,DC,53,south,acela,east
11,1335,Other,hs,2,1,321,Male,District of Columbia,DC,53,south,acela,east
11,7608,Hispanic,nohs,4,2,425,Female,District of Columbia,DC,53,south,acela,east
11,4548,Hispanic,nohs,1,2,551,Female,District of Columbia,DC,53,south,acela,east
11,1743,Other,postgrad,2,1,2419,Male,District of Columbia,DC,53,south,acela,east
11,825,Black,somecol,1,1,7362,Male,District of Columbia,DC,53,south,acela,east
11,7047,Other,somecol,3,2,291,Female,District of Columbia,DC,53,south,acela,east
11,3120,Hispanic,col,4,1,46,Male,District of Columbia,DC,53,south,acela,east
11,2355,Other,hs,3,1,92,Male,District of Columbia,DC,53,south,acela,east
11,1182,White,col,2,1,10235,Male,District of Columbia,DC,53,south,acela,east
11,7251,Other,col,4,2,34,Female,District of Columbia,DC,53,south,acela,east
11,6537,Black,nohs,3,2,6062,Female,District of Columbia,DC,53,south,acela,east
11,3936,Hispanic,somecol,4,1,226,Male,District of Columbia,DC,53,south,acela,east
11,3018,White,somecol,3,1,2192,Male,District of Columbia,DC,53,south,acela,east
11,4599,Other,nohs,1,2,0,Female,District of Columbia,DC,53,south,acela,east
11,2967,Other,somecol,3,1,638,Male,District of Columbia,DC,53,south,acela,east
11,8118,White,somecol,4,2,1999,Female,District of Columbia,DC,53,south,acela,east
11,7098,White,somecol,3,2,1206,Female,District of Columbia,DC,53,south,acela,east
11,6180,Hispanic,col,3,2,102,Female,District of Columbia,DC,53,south,acela,east
11,3579,Other,nohs,4,1,116,Male,District of Columbia,DC,53,south,acela,east
11,5925,Black,somecol,2,2,8367,Female,District of Columbia,DC,53,south,acela,east
11,7761,Black,postgrad,4,2,2300,Female,District of Columbia,DC,53,south,acela,east
11,1437,Black,nohs,2,1,2144,Male,District of Columbia,DC,53,south,acela,east
11,7710,White,nohs,4,2,415,Female,District of Columbia,DC,53,south,acela,east
11,2100,Hispanic,col,3,1,504,Male,District of Columbia,DC,53,south,acela,east
11,1131,Other,col,2,1,1019,Male,District of Columbia,DC,53,south,acela,east
11,7200,Hispanic,col,4,2,47,Female,District of Columbia,DC,53,south,acela,east
11,723,Other,postgrad,1,1,468,Male,District of Columbia,DC,53,south,acela,east
11,7149,Black,col,4,2,2758,Female,District of Columbia,DC,53,south,acela,east
11,1794,White,postgrad,2,1,18367,Male,District of Columbia,DC,53,south,acela,east
11,3630,White,nohs,4,1,200,Male,District of Columbia,DC,53,south,acela,east
11,366,White,hs,1,1,1456,Male,District of Columbia,DC,53,south,acela,east
11,2916,Hispanic,somecol,3,1,685,Male,District of Columbia,DC,53,south,acela,east
11,5466,White,hs,2,2,610,Female,District of Columbia,DC,53,south,acela,east
11,8016,Hispanic,somecol,4,2,612,Female,District of Columbia,DC,53,south,acela,east
11,6792,Hispanic,postgrad,3,2,747,Female,District of Columbia,DC,53,south,acela,east
11,519,Other,nohs,1,1,268,Male,District of Columbia,DC,53,south,acela,east
11,5670,White,nohs,2,2,0,Female,District of Columbia,DC,53,south,acela,east
11,2253,Black,hs,3,1,12902,Male,District of Columbia,DC,53,south,acela,east
11,4650,White,nohs,1,2,126,Female,District of Columbia,DC,53,south,acela,east
11,468,Hispanic,nohs,1,1,1131,Male,District of Columbia,DC,53,south,acela,east
11,5823,Other,postgrad,2,2,2531,Female,District of Columbia,DC,53,south,acela,east
11,2406,White,hs,3,1,349,Male,District of Columbia,DC,53,south,acela,east
11,4344,Hispanic,hs,1,2,488,Female,District of Columbia,DC,53,south,acela,east
11,2202,White,col,3,1,6778,Male,District of Columbia,DC,53,south,acela,east
11,8067,Other,somecol,4,2,316,Female,District of Columbia,DC,53,south,acela,east
11,3987,Other,somecol,4,1,0,Male,District of Columbia,DC,53,south,acela,east
11,6843,Other,postgrad,3,2,644,Female,District of Columbia,DC,53,south,acela,east
11,2151,Other,col,3,1,358,Male,District of Columbia,DC,53,south,acela,east
11,5874,White,postgrad,2,2,18877,Female,District of Columbia,DC,53,south,acela,east
11,5619,Other,nohs,2,2,0,Female,District of Columbia,DC,53,south,acela,east
11,7812,Hispanic,postgrad,4,2,262,Female,District of Columbia,DC,53,south,acela,east
11,672,Hispanic,postgrad,1,1,299,Male,District of Columbia,DC,53,south,acela,east
11,2304,Hispanic,hs,3,1,1064,Male,District of Columbia,DC,53,south,acela,east
11,5517,Black,nohs,2,2,3194,Female,District of Columbia,DC,53,south,acela,east
11,4701,Black,postgrad,1,2,2221,Female,District of Columbia,DC,53,south,acela,east
11,5721,Black,postgrad,2,2,5394,Female,District of Columbia,DC,53,south,acela,east
11,5772,Hispanic,postgrad,2,2,1270,Female,District of Columbia,DC,53,south,acela,east
11,3324,Hispanic,hs,4,1,230,Male,District of Columbia,DC,53,south,acela,east
11,621,Black,postgrad,1,1,407,Male,District of Columbia,DC,53,south,acela,east
11,570,White,nohs,1,1,412,Male,District of Columbia,DC,53,south,acela,east
11,7863,Other,postgrad,4,2,299,Female,District of Columbia,DC,53,south,acela,east
11,417,Black,nohs,1,1,6546,Male,District of Columbia,DC,53,south,acela,east
11,3375,Other,hs,4,1,0,Male,District of Columbia,DC,53,south,acela,east
11,6894,White,postgrad,3,2,10461,Female,District of Columbia,DC,53,south,acela,east
11,5568,Hispanic,nohs,2,2,542,Female,District of Columbia,DC,53,south,acela,east
12,3733,Hispanic,postgrad,4,1,12165,Male,Florida,FL,59,south,new,south
12,4090,Black,col,1,2,23791,Female,Florida,FL,59,south,new,south
12,4141,Hispanic,col,1,2,37324,Female,Florida,FL,59,south,new,south
12,2764,Other,postgrad,3,1,15521,Male,Florida,FL,59,south,new,south
12,4192,Other,col,1,2,11381,Female,Florida,FL,59,south,new,south
12,3835,White,postgrad,4,1,181587,Male,Florida,FL,59,south,new,south
12,163,White,col,1,1,93686,Male,Florida,FL,59,south,new,south
12,6283,White,col,3,2,310510,Female,Florida,FL,59,south,new,south
12,6946,Black,somecol,3,2,107084,Female,Florida,FL,59,south,new,south
12,2611,White,nohs,3,1,127539,Male,Florida,FL,59,south,new,south
12,2560,Other,nohs,3,1,8595,Male,Florida,FL,59,south,new,south
12,3784,Other,postgrad,4,1,6849,Male,Florida,FL,59,south,new,south
12,6691,White,nohs,3,2,96251,Female,Florida,FL,59,south,new,south
12,214,Black,hs,1,1,94497,Male,Florida,FL,59,south,new,south
12,469,Hispanic,nohs,1,1,50217,Male,Florida,FL,59,south,new,south
12,7966,Black,somecol,4,2,29295,Female,Florida,FL,59,south,new,south
12,6742,Black,postgrad,3,2,23853,Female,Florida,FL,59,south,new,south
12,4039,White,somecol,4,1,316415,Male,Florida,FL,59,south,new,south
12,1285,Hispanic,hs,2,1,96337,Male,Florida,FL,59,south,new,south
12,6232,Other,col,3,2,20462,Female,Florida,FL,59,south,new,south
